OBJECTID,Boundary_Name,GlobalID,BoundaryID,Description,SHAPE__Area,SHAPE__Length
40,"West Desert, Snake Valley",02d24708-b5c1-4611-b0dc-748e0148c0b9,246,"Juab, Millard and Tooele counties—Boundary begins at Knolls on I-80; south cross country to the north end of the Dugway Mountains; south along the summits of the Dugway, Thomas, Big Drum and Little Drum mountains to US-6; west on US-6 to the Utah-Nevada state line; north along this state line to I-80; east on I-80 to Knolls. EXCLUDING ALL NATIVE AMERICAN TRUST LAND WITHIN THIS BOUNDARY. USGS 1:100,000 Maps: Bonneville Salt Flats, Delta, Ely, Fish Springs, Tule Valley, Wildcat Mountain. Boundary questions? Call the Springville office, 801-491-5678. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",24473431473.0313,746421.562227405
41,"San Rafael, Desert",b1643c32-2d69-4c3b-ac7f-c23e8b6f28b5,443,"Emery, Garfield, Kane and Wayne counties—Boundary begins at the junction of I-70 and the Green River; south along the Green River to the Colorado River; south along the Colorado River and the west shore of Lake Powell to SR-276 at Bullfrog; north along SR-276 to the Notom road; north along this road to SR-24; east on SR-24 to Caineville and the Caineville Wash road; north along the Caine-ville Wash road to the Cathedral Valley road; west on the Cathedral Valley road to Rock Springs Bench and the Last Chance Desert road; north on the Last Chance Desert road to the Blue Flats road; north and east on the Blue Flats road to the Willow Springs road; north on the Willow Springs road towards Windy Peak and the Windy Peak road; west on the Windy Peak road to SR-72; north on SR-72 to I-70; east on I-70 to the Green River. USGS 1:100,000 Maps: Escalante, Hanksville, Hite Crossing, Huntington, Loa, Salina, San Rafael Desert. Boundary questions? Call the Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",19853861577.4727,880807.650877461
42,Morgan-South Rich,65d319ae-9a46-44f8-89d4-8003609aee21,117,"Morgan, Rich, Summit and Weber counties—Boundary begins at I-80 and the Utah-Wyoming state line; west on I-80 to Echo Junction and I-84; west on I-84 to SR-167 at Mountain Green (Trappers Loop Road); north along SR-167 to SR-39; east along SR-39 to Woodruff and SR-16; southeast on SR-16 to the Utah-Wyoming state line; south along the state line to I-80. Excludes all CWMUs. This hunt is comprised of all or largely private property.  Hunters should acquire written permission from the landowner before applying for this hunt. USGS 1:100,000 Maps: Logan, Ogden. Boundary questions? Call the Ogden office, 801-476-2740. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",4269238003.64063,299901.109102437
43,"San Juan, Hatch Point",d9d3ca90-8f56-4be8-a184-d5cfa896a54b,186,"Grand and San Juan counties—Boundary begins at the Colorado River and US-191 at Moab; south on US-191 to SR-46; east on SR-46 to the Utah-Colorado state line; south on this state line to US-491; west on US-491 to US-191; north on US-191 to SR-211; west on SR-211 to the Canyonlands National Park boundary; north on this boundary to the Colorado River; north on this river to US-191 at Moab. USGS 1:100,000 Maps: Blanding, La Sal, Moab. Boundary questions? Call the Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",4690693601.70703,418966.881588596
44,"Box Elder, Newfoundland Mtn",6d8fd063-90bb-4748-b4eb-2d3cba7c3c90,20,"Box Elder County—Boundary begins at I-80 and the township line separating R15 and R16 West; north on this township line to the township line separating T7 and T8 North; east on this township line to the township line separating R12 and R13 West; south on this township line to the Central Pacific railroad grade; east along this grade to the west shoreline of the Great Salt Lake; south and east along this shoreline to the east side of Stansbury Mtn and the Stansbury Island East Fork Road; south along this road to Stansbury Island Road; south along this road to I-80(Exit 84); west on I-80 to the line separating R15 and R16 West. EXCLUDES ALL MILITARY INSTALLATIONS. Excludes all land on the Newfoundland Mtn Range south of the township line separating 4N and 5N (near Keller Well and Big Pass). USGS 1;100,000 Maps: Bonneville Salt Flats, Newfoundland Mtns, Promontory Point, Tooele. Boundary questions? Call the Ogden office, 801-476-2740. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",8210510640.58594,441553.86550347
45,High Uintas Central,6a8a5865-c298-43d4-b2a9-25b8cf7f9838,145,"Duchesne and Summit counties—Boundary begins where the Lake Fork River crosses the USFS boundary; north along the Lake Fork River to Oweep Creek; north along this creek to USFS Trail 042; north on this trail to Squaw Pass and USFS Trail 103; north on this trail to the East Fork of the Blacks Fork River; north along this river to the Blacks Fork river; north along this river to Meeks Cabin Reservoir and the Utah-Wyoming state line; east along this state line to the Henrys Fork River; south along this river to USFS Trail 117; south on this trail to Gunsight Pass and USFS Trail 068; east on this trail through Painter Basin to USFS Trail 044; east on this trail to the Uinta River; south along this river to the USFS boundary; west along this boundary to the Lake Fork River. USGS 1:100,000 Maps: Kings Peak. Boundary questions? Call the Vernal office, 435-781-9459, or the Ogden office, 801-476-2740.  - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",2100393035.02344,259918.537368189
46,High Uintas East,68b97595-b43b-40fb-bb64-4d36e6a70100,146,"Duchesne, Summit, and Uintah counties—Boundary begins where the Uinta River crosses the USFS boundary; then north along the Uinta River to USFS Trail 044 near Painter Basin; west on this trail to USFS Trail 068; north on this trail to Gunsight Pass and USFS Trail 117; north on this trail to the Henrys Fork River; north along this river to the Utah-Wyoming state line; east on this state line to the USFS boundary; south and east on the USFS boundary to SR-44; west along SR-44 to Carter Creek; west along this creek to Brownie Lake and Weyman Creek; south along this creek to USFS Trail 019 in Weyman Park; south on this trail over an unnamed pass to USFS Trail 025; west on this trail to Whiterocks Lake and the Whiterocks River; south along this river to the USFS boundary; west on this boundary to the Uinta River. USGS 1:100,000 Maps: Dutch John, Kings Peak. Boundary questions? Call the Vernal office, 435-781-9459, or the Ogden office, 801-476-2740. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",2250149845.21484,318363.128475079
47,"Ogden, Willard Peak",30b59c44-aefd-4a2d-9c41-84d25b6273bc,157,"Box Elder, Cache, and Weber counties—Boundary begins at US-89 and Pleasant View Drive in Pleasant View; north along US-89 to US-89/91; east and north along US-89/91 to SR-101; east along SR-101 to Avon and Canyon Road (Avon to Liberty road); south along Canyon Road to USFS/County Road 162; south on this road to Liberty and 4100 North; west on 4100 North to the North Ogden Canyon Road; west on this road to North Ogden and 1050 East; south on 1050 East to 2600 North; west on 2600 North to Pleasant View Drive; northwest on this drive to US-89. Goats are found along the Wasatch Front from the North Ogden Divide to Willard. USGS 1:100,000 Map: Ogden. Boundary questions? Call the Ogden office, 801-476-2740.  - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",827966488.960938,146033.76534065
48,"Wasatch Mtns, Lone Peak",25d75932-0086-4325-9464-b9640b6c5abe,231,"Salt Lake County—Boundary begins at the junction of I-15 and I-80 in Salt Lake City; east on I-80 to the Salt Lake-Summit county line; south along this county line to the Salt Lake-Wasatch county line; southwest along this county line to the Salt Lake-Utah county line; southwest along this county line to I-15; north on I-15 to I-80. USGS 1:100,000 Maps: Provo, Salt Lake City. Boundary questions? Call the Springville office, 801-491-5678. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",1082009971.03906,164179.556724818
49,High Uintas West,7f1af8f7-795c-428f-b984-b73018979010,148,"Duchesne and Summit counties—Boundary begins at the junction of SR-150 and the Summit-Duchesne county line (summit of the Uinta Mountains); north along SR-150 to the North Slope road (USFS 058); east along this road to the East Fork of the Blacks Fork River; south along the East Fork to USFS trail 103; south on this trail to Squaw Pass and USFS trail 042; south on this trail to Oweep Creek; south along this creek to the Lake Fork River; south along this river to the USFS boundary; west along this boundary to SR-35; northwest on SR-35 to the Soapstone Basin road (USFS 037); north along this road to SR-150; north on SR-150 to the Summit-Duchesne county line. USGS 1:100,000 Maps: Kings Peak. Boundary questions? Call the Vernal office, 435-781-9459 or the Ogden office 801-476-2740. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",3036006111.60938,318824.443100874
50,High Uintas Leidy Peak,9041ab86-b78e-4301-afbe-e397f0e427d5,147,"Duchesne, Summit, and Uintah counties—Boundary begins where the Whiterocks River crosses the USFS boundary; north along the Whiterocks River to Whiterocks Lake and USFS Trail 025; east on this trail to USFS Trail 019; north on this trail over an unnamed pass to Weyman Park and Weyman Creek; northeast along Weyman Creek to Brownie Lake and Carter Creek; east along this creek to SR-44; east on SR-44 to SR-191; south on this road to the USFS boundary; west along this boundary to the Whiterocks River. USGS 1:100,000 Maps: Dutch John. Boundary questions? Call the Vernal office, 435-781-9459. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",2140844982.50781,219799.591772821
51,"Wasatch Mtns, Provo Peak",71b832ce-13c3-4b9a-8cc0-9fa83c8cc0cb,233,"Utah County—Boundary begins at the junction of I-15 and US-6 at Spanish Fork; north on I-15 to SR-52; east on SR-52 to US-189; northeast on US-189 to the South Fork Drainage of Provo Canyon; east along this drainage bottom to the Berryport trail; south along this trail to the Left Fork of Hobble Creek road; south on this road to the Right Fork of Hobble Creek road; east on this road to Cedar Canyon; south along this canyon bottom to Wanrhodes Canyon; south along this canyon bottom to Diamond Fork Creek; southwest along this creek to US-6; northeast on US-6 to I-15. USGS 1:100,000 Map: Provo. Boundary questions? Call the Springville office, 801-491-5678. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",947490002.0625,154531.564992917
52,"Wasatch Mtns, Box Elder Peak",a4cd48c1-cfda-4bc1-9d98-6871967614a8,225,"Utah County—Boundary begins at I-15 and the Salt Lake-Utah county line; east along this county line to the Utah-Wasatch county line; south along this county line to “Pole Line Pass” on the Snake Creek-North Fork American Fork Canyon road; west on this road to SR-92; west on SR-92 to I-15; north on I-15 to the Salt Lake-Utah county line. USGS 1:100,000 Maps: Provo, Salt Lake City. Boundary questions? Call the Springville office, 801-491-5678. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",354445774.636719,112855.817908087
53,"Book Cliffs, Bitter Creek (pronghorn)",a009ee54-4b94-4765-ac17-582d5994f614,667,"Grand and Uintah counties—Boundary begins at the Utah-Colorado state line and the White River; south along this state line to the Book Cliffs summit (north-south drainage divide); west along this summit and drainage divide to Ten Mile Knoll and the Steer Ridge road; north and west along the Steer Ridge road (atop the drainage divide) to the Uintah and Ouray Indian Reservation Boundary (NW 1/4 Sec 7, T17S R21E); north along this boundary to the Uintah-Grand county line; west along this county line to the Green River; north along this river to the White River; east along this river to the Utah-Colorado state line. EXCLUDING ALL NATIVE AMERICAN TRUST LAND WITHIN THIS BOUNDARY. USGS 1:100,000 Maps: Huntington, Vernal, Price, Westwater, Seep Ridge. Boundary questions? Call the Vernal Office, 435-781-9453. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",9625304358.57813,649549.420635486
54,"Nine Mile, Anthro-Myton Bench",bccb57ba-8d9b-4890-af3b-e25f3f96d711,129,"Duchesne and Uintah counties—Boundary begins at Duchesne and US-191; southwest on US-191 to the Argyle Canyon road; southeast on this road to the Nine Mile Canyon road; east along this road to its end near Bulls Canyon; south from the end of this road to Nine Mile Creek; east along this creek to the Green River; north along this river to the Duchesne River; west along this river to US-40; west on US-40 to US-191 at Duchesne. EXCLUDING ALL NATIVE AMERICAN TRUST LAND WITHIN THIS BOUNDARY. USGS 1:100,000 Maps: Duchesne, Price, Seep Ridge, Vernal. Boundary questions? Call the Vernal office, 435-781-9453. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",4542712258.06641,391333.535534727
55,Manti/San Rafael,1dffc1ec-9c39-4cfa-86a1-d024619bcbca,619,"Carbon, Emery, Sanpete, Sevier and Utah counties—Boundary begins US-6 and US-89 in Spanish Fork Canyon; southeast on US-6 to I-70; east on I-70 to the Green River; south along this river to the Colorado River; south along this river (and the west shore of Lake Powell) to SR-95; north on SR-95 to SR-24 (hunters may harvest deer within 2 miles south of SR-24 between SR-95 and the Notom Road); west on SR-24 to Caineville and the Caineville Wash road; north on this road to the Cathedral Valley road; west on this road to Rock Springs Bench and the Last Chance Desert road; north on this road to the Blue Flats road; north and east on this road to the Willow Springs road; north on this road towards Windy Peak and the Windy Peak road; north on this road to I-70; west on I-70 to US-89; north on US-89 to US-6 in Spanish Fork Canyon. Excludes all CWMUs. USGS 1:100,000 Maps: Hanksville, Hite Crossing, Huntington, La Sal, Loa, Manti, Nephi, Price, Salina, San Rafael Desert. Boundary questions?  Call the Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",32816766757.5703,1127402.59786722
56,Boulder/Kaiparowits,539fa04d-3bfa-47c6-b61b-b77f134093b8,455,"Garfield, Kane, Piute, Sevier and Wayne counties—Boundary begins at SR-62 and SR-24; east on SR-24 to the Notom-to-Bullfrog road; south on this road to SR-276; south on SR-276 to the west shoreline of Lake Powell; south along this shoreline to the Utah-Arizona state line; west on the state line to the Paria River; north along this river to SR-12; west on SR-12 to the Widstoe-Antimony road; north on this road to SR-22; north on SR-22 to SR-62; north on SR-62 to SR-24. USGS 1:100,000 Maps: Escalante, Hite Crossing, Kanab, Loa, Navajo Mountain, Panguitch, Salina, Smokey Mountain. Boundary questions? Call the Cedar City office, 435-865-6100. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",22147449062.6172,783847.124825722
57,Diamond Mtn/Vernal,ec60d318-c494-4fc1-94a2-a6575aee3b7c,452,"Daggett and Uintah counties—Boundary begins at the Green River and the Utah-Colorado state line; west along the Green River to Flaming Gorge Reservoir; west along the south shoreline of Flaming Gorge Reservoir to Cart Creek; south along this creek to US-191; south on US-191 to the Uintah/Daggett county line (summit of the Uinta Mountains); west along this summit to the Dry Fork-Whiterocks drainage divide; southwest along the divide to USFS Trail #025 and Whiterocks Lake; south along the lake and trail to the East Fork of the Whiterocks River;  south along this river to the Whiterocks river; south along this river to to the Uintah River; south along this river to the Duchesne River; south along this river to the Green River; south along this river to the White River; east along this river to the Utah-Colorado state line; north on this state line to the Green River. EXCLUDES ALL NATIVE AMERICAN TRUST LANDS WITHIN THIS BOUNDARY. USGS 1:100,000 Maps: Dutch John, Seep Ridge, Vernal. Boundary questions? Call the Vernal office, 435-781-9453. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",7497475359.0625,573118.086797651
58,"San Juan, Montezuma Canyon",137311b3-3782-4725-b573-84926a4d1629,188,"San Juan County—Boundary begins at the Utah-Colorado state line and US-491 (formerly US-666); west on US-491 to US-191; south on US-191 to the Navajo Indian Reservation boundary; east on this boundary to the Utah-Colorado state line; north on this state line to US-491. This hunt is comprised entirely of private property.  Hunters should acquire written permission from landowners before applying for this hunt. EXCLUDES ALL NATIVE AMERICAN TRUST LANDS WITHIN THIS BOUNDARY. Excludes all CWMUs. USGS 1:100,000 Maps: Blanding, Bluff. Boundary questions? Call Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",2996538518.9375,356817.888865335
59,"Kaiparowits, East",6134465a-4f7d-4d55-89e6-907174a77a27,98,"Garfield and Kane counties —Boundary begins at the north shore of Lake Powell and the Utah-Arizona state line; west on this state line to US-89; north and west along US-89 to the Smoky Mountain road; north on this road to SR-12; east on SR-12 to the Hole-in-the-Rock road; southeast on this road to the north shore of Lake Powell; southwest along this shore to the Utah-Arizona state line. USGS 1:100,000 Maps: Escalante, Navajo Mountain, Smoky Mountain. Boundary questions? Call the Cedar City office, 435-865-6100. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",4106967766.83203,429995.421943738
60,Kaiparowits,cd34868e-76cd-4875-9b21-b55867c7012b,97,"Garfield and Kane counties—Boundary begins at the Paria River and the Utah-Arizona state line; north along the Paria River to SR-12; east on SR-12 to the Burr Trail road at Boulder; southeast on this road to Lake Powell; southwest along the shore of Lake Powell to the Utah-Arizona state line; west along this state line to the Paria River. USGS 1:100,000 Maps: Escalante, Navajo Mountain, Smoky Mountain. Boundary questions? Call the Cedar City office, 435-865-6100 - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",13391318657.7617,625278.092665501
61,San Juan Bull Elk,4d049f54-606f-41e3-8969-31dc94da1efe,183,"Grand and San Juan counties—Boundary begins at the confluence of the San Juan and Colorado rivers; north along the Colorado River to Kane Springs Creek; southeast along this creek to Hatch Wash; southeast along this wash to US-191; south on US-191 to the Big Indian road; east and north on this road to the Lisbon Valley road; southeast on this road to the Island Mesa road; east on this road to the Utah-Colorado state line; south on this state line to US-491; west on US-491 to US-191; south on US-191 to the San Juan River; west on this river to the Colorado River. EXCLUDES ALL NATIVE AMERICAN TRUST LANDS WITHIN THIS BOUNDARY. EXCLUDES ALL NATIONAL PARKS. EXCLUDES ALL CWMUs. USGS 1:100,000 Maps: Blanding, La Sal, Hite Crossing, Bluff. Boundary questions? Call the Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",18111053793.8086,1042871.8667393
62,Panguitch Lake,a37b37e2-2e44-4512-90d2-0d3d3fa5df7c,634,"Garfield, Iron and Kane counties—Boundary begins at US-89 and SR-14; north on US-89 to SR-20; west on SR-20 to I-15; south on I-15 to SR-14; east on SR-14 to US-89. USGS 1:100,000 Maps: Beaver, Cedar City, Panguitch. Boundary questions? Call the Cedar City office, 435-865-6100. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",3662190616.28516,275913.121173414
63,Zion,f70e53b2-9e84-46ea-8972-424aff607f15,635,"Iron, Kane and Washington counties—Boundary begins at the Utah-Arizona state line and I-15; north on I-15 to SR-14; east on SR-14 to US-89; south on US-89 to US-89A; south on US-89A to the Utah-Arizona state line; west on this state line to I-15. This hunt is comprised of all or largely private property. Excludes Zion National Park. EXCLUDES ALL NATIVE AMERICAN TRUST LANDS WITHIN THIS BOUNDARY. Excludes all CWMUs. USGS 1:100,000 Maps: Cedar City, Kanab, Panguitch, Saint George. Boundary questions? Call the Cedar City office, 435-865-6100. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",7060906054.43359,412675.775101921
64,Book Cliffs,f1997af1-3150-45ce-8eb9-d0a4208dec63,7,"Grand and Uintah counties—Boundary begins at Exit 164 on I-70 near the town of Green River; east on I-70 to the Utah-Colorado state line; north on this state line to the White River; west along this river to the Green River; south along this river to Swasey's Boat Ramp and the Hastings Road; south on this road to SR-19; south and east on SR-19 to Exit 164 on 1-70 near the town of Green River. EXCLUDES ALL NATIVE AMERICAN TRUST LAND WITHIN THE BOUNDARY. USGS 1:100,000 Maps: Huntington, Seep Ridge, Westwater. Boundary questions? Call the Price office, 435-613-3700 or the Vernal office, 435-781-9453.  - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",15580852124.2656,667676.927693115
65,"Cache, Crawford Mtn",f021625e-1fee-4973-bc7f-ea5884447f7f,32,"Rich County—Boundary begins at the Utah-Wyoming state line and SR-16; north on SR-16 to SR-30 at Sage Creek Junction; east on SR-30 to the Utah-Wyoming state line; south on this state line to SR-16. USGS 1:100,000 Maps: Logan, Ogden. Boundary questions? Call the Ogden office, 801-476-2740. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",597616387.667969,233062.40339186
66,"San Rafael, North",b22d9b0c-53aa-4fcb-95dd-e2a861233916,194,"Carbon, Emery and Sevier counties—Boundary begins at SR-10 and US-6 at Price; east and south on US-6 to I-70; west on I-70 to SR-10; north on SR-10 to US-6. Excludes all CWMUs. USGS 1:100,000 Maps: Huntington, Manti, Price, Salina, San Rafael Desert. Boundary questions? Call Price office, 435-613-3700. - A hunting permit does not authorize the permit holder to hunt on Native American trust lands, CWMUs (unless you specifically have a permit for that CWMU) or on National Park lands. Furthermore, it is the responsibility of hunters to learn if hunting is allowed and what specific rules and regulations may apply on National Monuments, National Wildlife Refuges, State Parks, UDWR Wildlife and Waterfowl Management areas, military installations and within the boundaries of cities, towns and municipalities. Written permission is required to hunt private lands.",7257785402.42188,401992.265470738
